transaction_id,customer_id,product_id,product_name,category,unit_price,quantity,total_amount,discount_percent,transaction_date,payment_method,status,shipping_address_state,device,session_id,revenue,shipping_cost
TXN000068,54,112,Mechanical Keyboard,Electronics,107.99,1,107.99,10,2025-05-07 12:33:33,Credit Card,Refunded,CA,Desktop,SES297209,32.4,2.13
TXN000069,142,107,LED Desk Lamp,Electronics,34.39,1,34.39,20,2025-08-09 12:33:33,Debit Card,Pending,FL,Desktop,SES864521,10.32,9.33
TXN000070,98,103,Running Shoes - Nike Air,Sports,129.99,3,389.97,0,2024-08-24 12:33:33,Debit Card,Completed,CO,Desktop,SES366526,116.99,10.15
TXN000071,69,105,Stainless Steel Water Bottle,Home & Kitchen,24.99,2,49.98,0,2024-02-12 12:33:33,Debit Card,Refunded,FL,Mobile,SES779237,14.99,12.31
TXN000072,81,120,Data Science Handbook,Books,59.99,1,59.99,0,2024-05-07 12:33:33,Apple Pay,Completed,NY,Tablet,SES359520,18.0,1.16
TXN000073,141,104,Python Programming Book,Books,45.0,1,45.0,0,2025-11-01 12:33:33,Apple Pay,Completed,TX,Mobile,SES480443,13.5,13.64
TXN000074,71,109,Wireless Mouse,Electronics,29.99,2,59.98,0,2024-07-20 12:33:33,Credit Card,Completed,MA,Tablet,SES333020,17.99,5.68
TXN000075,45,104,Python Programming Book,Books,40.5,1,40.5,10,2024-04-06 12:33:33,Google Pay,Refunded,CA,Mobile,SES945989,12.15,7.34
TXN000076,73,117,Portable Charger 20000mAh,Electronics,39.99,1,39.99,0,2025-07-09 12:33:33,Google Pay,Completed,TX,Mobile,SES279041,12.0,4.77
TXN000077,137,113,Air Purifier HEPA,Home & Kitchen,199.99,2,399.98,0,2025-10-26 12:33:33,Google Pay,Pending,MA,Mobile,SES233769,119.99,3.89
TXN000078,33,117,Portable Charger 20000mAh,Electronics,35.99,1,35.99,10,2025-10-05 12:33:33,Debit Card,Completed,TX,Desktop,SES860657,10.8,9.59
TXN000079,108,112,Mechanical Keyboard,Electronics,107.99,1,107.99,10,2024-08-13 12:33:33,Apple Pay,Completed,CO,Tablet,SES937255,32.4,7.03
TXN000080,134,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2025-02-12 12:33:33,Debit Card,Completed,IL,Tablet,SES526261,45.0,11.56
TXN000081,62,103,Running Shoes - Nike Air,Sports,116.99,2,233.98,10,2024-02-18 12:33:33,Credit Card,Completed,CA,Desktop,SES399736,70.19,8.31
TXN000082,109,116,Smart Home Speaker,Electronics,84.99,3,254.97,15,2023-12-12 12:33:33,Google Pay,Refunded,AZ,Mobile,SES640028,76.49,10.28
TXN000083,4,118,Hiking Backpack 40L,Sports,71.99,2,143.98,10,2025-01-20 12:33:33,Google Pay,Completed,NY,Mobile,SES836720,43.19,8.01
TXN000084,136,112,Mechanical Keyboard,Electronics,119.99,1,119.99,0,2025-10-09 12:33:33,Google Pay,Completed,CO,Tablet,SES807287,36.0,13.95
TXN000085,20,117,Portable Charger 20000mAh,Electronics,31.99,2,63.98,20,2024-05-29 12:33:33,PayPal,Cancelled,AZ,Mobile,SES153379,19.19,6.34
TXN000086,87,113,Air Purifier HEPA,Home & Kitchen,199.99,2,399.98,0,2024-03-26 12:33:33,Debit Card,Cancelled,MI,Mobile,SES999474,119.99,1.77
TXN000087,55,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2024-08-29 12:33:33,Credit Card,Refunded,MA,Desktop,SES419626,45.0,13.94
TXN000088,119,117,Portable Charger 20000mAh,Electronics,33.99,2,67.98,15,2024-01-07 12:33:33,Google Pay,Cancelled,GA,Desktop,SES106177,20.39,9.23
TXN000089,2,111,Organic Protein Powder,Health,54.99,1,54.99,0,2024-03-20 12:33:33,PayPal,Refunded,PA,Mobile,SES109294,16.5,1.52
TXN000090,132,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2025-05-26 12:33:33,Debit Card,Completed,TX,Tablet,SES107246,30.0,2.33
TXN000091,96,109,Wireless Mouse,Electronics,29.99,1,29.99,0,2025-01-09 12:33:33,PayPal,Completed,WA,Mobile,SES662484,9.0,12.17
TXN000092,113,104,Python Programming Book,Books,33.75,1,33.75,25,2025-10-04 12:33:33,Debit Card,Completed,FL,Mobile,SES106092,10.12,5.39
TXN000093,11,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2024-09-18 12:33:33,Debit Card,Completed,WA,Mobile,SES133141,12.9,2.4
TXN000094,69,107,LED Desk Lamp,Electronics,34.39,1,34.39,20,2025-10-13 12:33:33,Credit Card,Completed,GA,Mobile,SES938672,10.32,10.23
TXN000095,129,105,Stainless Steel Water Bottle,Home & Kitchen,24.99,1,24.99,0,2025-01-14 12:33:33,Apple Pay,Completed,TX,Tablet,SES931219,7.5,0.32
TXN000096,61,105,Stainless Steel Water Bottle,Home & Kitchen,24.99,1,24.99,0,2023-12-15 12:33:33,Credit Card,Refunded,TX,Mobile,SES726090,7.5,11.06
TXN000097,125,114,Resistance Bands Set,Sports,19.99,1,19.99,0,2024-09-15 12:33:33,Credit Card,Cancelled,WA,Desktop,SES259903,6.0,10.94
TXN000098,68,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2024-03-28 12:33:33,Debit Card,Refunded,WA,Desktop,SES840777,10.8,11.74
TXN000099,47,104,Python Programming Book,Books,40.5,1,40.5,10,2025-04-29 12:33:33,Debit Card,Cancelled,AZ,Desktop,SES238722,12.15,6.02
TXN000100,110,109,Wireless Mouse,Electronics,22.49,1,22.49,25,2024-04-29 12:33:33,Credit Card,Pending,TX,Desktop,SES153430,6.75,5.71
TXN000101,60,117,Portable Charger 20000mAh,Electronics,39.99,1,39.99,0,2025-09-10 12:33:33,Debit Card,Completed,WA,Mobile,SES634630,12.0,6.41
TXN000102,94,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2024-09-02 12:33:33,PayPal,Completed,WA,Desktop,SES149866,3.75,2.73
TXN000103,55,101,Wireless Bluetooth Headphones,Electronics,79.99,2,159.98,0,2024-10-26 12:33:33,PayPal,Completed,TX,Tablet,SES205656,47.99,6.46
TXN000104,86,109,Wireless Mouse,Electronics,23.99,1,23.99,20,2024-12-08 12:33:33,PayPal,Completed,TX,Mobile,SES816137,7.2,8.28
TXN000105,151,105,Stainless Steel Water Bottle,Home & Kitchen,24.99,1,24.99,0,2024-12-06 12:33:33,Google Pay,Pending,FL,Desktop,SES389351,7.5,3.15
TXN000106,34,113,Air Purifier HEPA,Home & Kitchen,199.99,1,199.99,0,2024-03-19 12:33:33,Google Pay,Completed,CA,Mobile,SES786141,60.0,12.26
TXN000107,20,107,LED Desk Lamp,Electronics,38.69,2,77.38,10,2024-03-12 12:33:33,Google Pay,Pending,TX,Desktop,SES597233,23.21,14.84
TXN000108,12,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2024-05-07 12:33:33,Debit Card,Completed,WA,Mobile,SES364792,12.9,13.37
TXN000109,115,118,Hiking Backpack 40L,Sports,59.99,2,119.98,25,2024-12-10 12:33:33,Credit Card,Completed,IL,Mobile,SES649205,35.99,13.97
TXN000110,154,117,Portable Charger 20000mAh,Electronics,35.99,1,35.99,10,2024-05-20 12:33:33,PayPal,Refunded,AZ,Desktop,SES693677,10.8,0.91
TXN000111,127,107,LED Desk Lamp,Electronics,38.69,2,77.38,10,2025-01-12 12:33:33,Google Pay,Cancelled,FL,Tablet,SES273558,23.21,6.57
TXN000112,103,117,Portable Charger 20000mAh,Electronics,39.99,1,39.99,0,2025-01-04 12:33:33,Google Pay,Completed,TX,Desktop,SES267775,12.0,8.58
TXN000113,117,119,Instant Pot 6-Quart,Home & Kitchen,80.99,3,242.97,10,2025-05-10 12:33:33,Google Pay,Refunded,FL,Desktop,SES993884,72.89,3.31
TXN000114,58,109,Wireless Mouse,Electronics,29.99,1,29.99,0,2024-05-25 12:33:33,Credit Card,Pending,CA,Desktop,SES770685,9.0,2.22
TXN000115,14,109,Wireless Mouse,Electronics,23.99,1,23.99,20,2024-09-03 12:33:33,Debit Card,Cancelled,TX,Mobile,SES101467,7.2,9.73
TXN000116,22,120,Data Science Handbook,Books,44.99,1,44.99,25,2024-10-29 12:33:33,Google Pay,Completed,AZ,Mobile,SES741185,13.5,4.42
TXN000117,92,102,Organic Green Tea (50 bags),Groceries,11.24,1,11.24,10,2023-12-12 12:33:33,Debit Card,Refunded,TX,Desktop,SES116398,3.37,8.06
TXN000118,98,119,Instant Pot 6-Quart,Home & Kitchen,89.99,1,89.99,0,2025-11-05 12:33:33,PayPal,Cancelled,MI,Desktop,SES563664,27.0,3.31
TXN000119,102,109,Wireless Mouse,Electronics,29.99,2,59.98,0,2025-09-06 12:33:33,Debit Card,Completed,CA,Mobile,SES554980,17.99,5.53
TXN000120,118,116,Smart Home Speaker,Electronics,99.99,3,299.97,0,2024-06-04 12:33:33,Debit Card,Cancelled,PA,Desktop,SES614345,89.99,14.15
TXN000121,80,106,Yoga Mat Premium,Sports,32.39,1,32.39,10,2023-12-23 12:33:33,Debit Card,Completed,MA,Mobile,SES296972,9.72,1.04
TXN000122,104,103,Running Shoes - Nike Air,Sports,129.99,1,129.99,0,2025-03-11 12:33:33,Credit Card,Refunded,FL,Desktop,SES886897,39.0,12.12
TXN000123,6,120,Data Science Handbook,Books,59.99,1,59.99,0,2024-12-29 12:33:33,Credit Card,Cancelled,NY,Mobile,SES775788,18.0,14.02
TXN000124,69,105,Stainless Steel Water Bottle,Home & Kitchen,24.99,1,24.99,0,2024-02-25 12:33:33,Debit Card,Refunded,NY,Mobile,SES109852,7.5,14.36
TXN000125,22,104,Python Programming Book,Books,45.0,1,45.0,0,2024-11-12 12:33:33,Debit Card,Completed,GA,Mobile,SES565909,13.5,12.23
TXN000126,63,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2024-05-08 12:33:33,Credit Card,Pending,TX,Mobile,SES229054,45.0,0.32
TXN000127,27,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2024-09-30 12:33:33,Google Pay,Cancelled,WA,Desktop,SES335208,3.75,0.36
TXN000128,74,114,Resistance Bands Set,Sports,19.99,1,19.99,0,2024-11-27 12:33:33,Debit Card,Refunded,MA,Mobile,SES849575,6.0,12.34
TXN000129,58,104,Python Programming Book,Books,45.0,1,45.0,0,2024-03-23 12:33:33,Credit Card,Completed,FL,Desktop,SES449935,13.5,1.78
TXN000130,39,103,Running Shoes - Nike Air,Sports,110.49,1,110.49,15,2025-08-12 12:33:33,Debit Card,Completed,FL,Desktop,SES290175,33.15,10.19
TXN000131,78,105,Stainless Steel Water Bottle,Home & Kitchen,21.24,1,21.24,15,2025-11-04 12:33:33,Google Pay,Cancelled,CA,Desktop,SES208970,6.37,4.07
TXN000132,20,116,Smart Home Speaker,Electronics,89.99,1,89.99,10,2024-08-29 12:33:33,Credit Card,Cancelled,AZ,Mobile,SES253709,27.0,4.8
TXN000133,18,113,Air Purifier HEPA,Home & Kitchen,199.99,3,599.97,0,2025-04-04 12:33:33,Credit Card,Pending,WA,Tablet,SES392003,179.99,2.17
TXN000134,99,111,Organic Protein Powder,Health,41.24,1,41.24,25,2024-06-05 12:33:33,PayPal,Completed,GA,Mobile,SES827104,12.37,14.59
TXN000135,36,120,Data Science Handbook,Books,53.99,1,53.99,10,2024-11-07 12:33:33,Debit Card,Completed,WA,Mobile,SES664917,16.2,8.01
TXN000136,99,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2024-07-24 12:33:33,Credit Card,Pending,WA,Mobile,SES914316,24.0,10.4
TXN000137,93,108,Coffee Maker 12-Cup,Home & Kitchen,80.99,1,80.99,10,2024-07-29 12:33:33,Credit Card,Completed,NY,Desktop,SES596947,24.3,14.36
TXN000138,93,104,Python Programming Book,Books,45.0,2,90.0,0,2024-11-23 12:33:33,Debit Card,Completed,CO,Desktop,SES994762,27.0,8.27
TXN000139,15,114,Resistance Bands Set,Sports,19.99,1,19.99,0,2024-07-18 12:33:33,Debit Card,Completed,AZ,Desktop,SES127626,6.0,10.44
TXN000140,28,114,Resistance Bands Set,Sports,19.99,1,19.99,0,2025-11-19 12:33:33,Google Pay,Completed,GA,Mobile,SES265856,6.0,0.45
TXN000141,20,112,Mechanical Keyboard,Electronics,119.99,1,119.99,0,2024-08-08 12:33:33,Credit Card,Pending,WA,Desktop,SES291285,36.0,7.05
TXN000142,77,105,Stainless Steel Water Bottle,Home & Kitchen,22.49,2,44.98,10,2025-11-16 12:33:33,Apple Pay,Completed,TX,Mobile,SES776171,13.49,10.43
TXN000143,9,110,Fitness Tracker Watch,Electronics,149.99,2,299.98,0,2024-02-01 12:33:33,Google Pay,Cancelled,PA,Mobile,SES111395,89.99,5.95
TXN000144,142,114,Resistance Bands Set,Sports,17.99,1,17.99,10,2025-03-11 12:33:33,PayPal,Pending,FL,Desktop,SES338356,5.4,6.36
TXN000145,134,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2024-03-05 12:33:33,Apple Pay,Completed,TX,Mobile,SES158716,10.8,3.28
TXN000146,20,106,Yoga Mat Premium,Sports,30.59,1,30.59,15,2025-06-26 12:33:33,Apple Pay,Completed,TX,Mobile,SES524778,9.18,12.41
TXN000147,109,106,Yoga Mat Premium,Sports,35.99,3,107.97,0,2024-12-16 12:33:33,Debit Card,Completed,TX,Desktop,SES480320,32.39,9.05
TXN000148,42,111,Organic Protein Powder,Health,54.99,1,54.99,0,2024-09-15 12:33:33,Google Pay,Completed,IL,Desktop,SES111510,16.5,11.35
TXN000149,9,110,Fitness Tracker Watch,Electronics,149.99,2,299.98,0,2024-06-25 12:33:33,Debit Card,Completed,IL,Tablet,SES692232,89.99,0.67
TXN000150,24,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2024-10-19 12:33:33,PayPal,Completed,FL,Mobile,SES517476,30.0,7.5
TXN000151,34,111,Organic Protein Powder,Health,49.49,1,49.49,10,2024-11-30 12:33:33,Credit Card,Completed,WA,Mobile,SES628040,14.85,1.52
TXN000152,123,105,Stainless Steel Water Bottle,Home & Kitchen,24.99,1,24.99,0,2024-12-27 12:33:33,Google Pay,Cancelled,CA,Desktop,SES258898,7.5,10.24
TXN000153,60,103,Running Shoes - Nike Air,Sports,110.49,1,110.49,15,2024-03-06 12:33:33,Debit Card,Cancelled,AZ,Mobile,SES268870,33.15,14.9
TXN000154,134,117,Portable Charger 20000mAh,Electronics,39.99,1,39.99,0,2025-08-16 12:33:33,PayPal,Completed,AZ,Desktop,SES477819,12.0,9.35
TXN000155,100,114,Resistance Bands Set,Sports,19.99,1,19.99,0,2025-11-30 12:33:33,Debit Card,Completed,IL,Tablet,SES694438,6.0,9.42
TXN000156,37,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2023-12-17 12:33:33,PayPal,Pending,IL,Mobile,SES576900,30.0,4.71
TXN000157,148,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2024-09-13 12:33:33,PayPal,Completed,IL,Desktop,SES845175,45.0,11.58
TXN000158,114,109,Wireless Mouse,Electronics,22.49,1,22.49,25,2024-08-20 12:33:33,Debit Card,Completed,GA,Desktop,SES400548,6.75,6.01
TXN000159,113,120,Data Science Handbook,Books,47.99,1,47.99,20,2024-04-12 12:33:33,PayPal,Pending,TX,Desktop,SES815339,14.4,6.2
TXN000160,11,115,Noise Cancelling Earbuds,Electronics,199.99,3,599.97,0,2025-10-30 12:33:33,Google Pay,Refunded,CA,Mobile,SES356709,179.99,10.5
TXN000161,75,118,Hiking Backpack 40L,Sports,79.99,2,159.98,0,2024-03-18 12:33:33,Apple Pay,Completed,MA,Mobile,SES333886,47.99,5.82
TXN000162,120,115,Noise Cancelling Earbuds,Electronics,179.99,2,359.98,10,2024-11-23 12:33:33,Apple Pay,Refunded,MI,Tablet,SES587433,107.99,1.64
TXN000163,111,106,Yoga Mat Premium,Sports,32.39,3,97.17,10,2025-01-11 12:33:33,Debit Card,Completed,TX,Desktop,SES459057,29.15,14.95
TXN000164,30,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2025-04-02 12:33:33,PayPal,Completed,CA,Mobile,SES592796,30.0,2.18
TXN000165,154,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2024-01-03 12:33:33,Apple Pay,Completed,FL,Mobile,SES596405,12.9,3.2
TXN000166,109,107,LED Desk Lamp,Electronics,36.54,1,36.54,15,2025-11-01 12:33:33,PayPal,Completed,PA,Desktop,SES172623,10.96,4.11
TXN000167,116,103,Running Shoes - Nike Air,Sports,129.99,1,129.99,0,2025-11-30 12:33:33,Apple Pay,Pending,TX,Mobile,SES372050,39.0,2.76
